Id,SalePrice
0,119634.695
1,159767.14
2,191517.94
3,188911.03
4,185553.03
5,173411.48
6,171837.89
7,163915.56
8,188399.44
9,127642.14
10,208594.6
11,95633.414
12,95926.86
13,151838.11
14,129064.14
15,391058.66
16,258241.1
17,287089.44
18,267759.2
19,561454.1
20,330545.16
21,204967.22
22,169794.97
23,170011.67
24,177797.7
25,186619.89
26,348637.3
27,240406.98
28,219966.83
29,203647.52
30,184956.44
31,89114.91
32,189631.2
33,283988.25
34,288831.88
35,245512.47
36,183854.5
37,166623.12
38,160977.95
39,151521.47
40,190215.12
41,160089.75
42,283971.34
43,238802.94
44,228235.92
45,183066.27
46,243319.28
47,202810.9
48,165795.7
49,145084.48
50,142492.97
51,173357.73
52,148763.4
53,161358.27
54,195879.8
55,167213.77
56,154285.05
57,125728.586
58,227690.03
59,137023.14
60,138754.9
61,165763.75
62,114291.74
63,126422.51
64,128192.55
65,113593.59
66,104105.57
67,136130.03
68,150636.14
69,175188.72
70,99969.484
71,96143.4
72,147844.89
73,123065.3
74,155713.95
75,113101.914
76,63918.387
77,179679.66
78,203383.56
79,97841.47
80,147093.39
81,143571.75
82,208714.31
83,79899.53
84,108542.984
85,124225.47
86,134855.44
87,138051.72
88,109014.42
89,137258.42
90,107054.54
91,122745.96
92,158690.97
93,114823.52
94,167631.64
95,84896.54
96,103376.09
97,96836.7
98,84966.94
99,138835.5
100,140698.89
101,128149.03
102,125011.61
103,150749.72
104,147632.28
105,245629.14
106,71147.04
107,234177.08
108,140006.47
109,134494.94
110,123977.7
111,150457.36
112,244706.78
113,106343.26
114,216126.62
115,233753.53
116,203110.55
117,148546.94
118,148434.08
119,191418.4
120,143256.1
121,123008.15
122,332444.4
123,227075.3
124,141051.42
125,66327.42
126,89822.26
127,156109.75
128,92593.19
129,135052.98
130,95859.99
131,122394.95
132,123104.64
133,184257.73
134,111505.086
135,247041.66
136,191258.28
137,215478.31
138,176519.83
139,172148.86
140,69378.62
141,107303.34
142,87250.266
143,268160.56
144,249590.55
145,169490.77
146,180560.92
147,211064.81
148,190176.08
149,150794.2
150,137456.75
151,159483.97
152,158819.97
153,123537.5
154,90326.62
155,70891.35
156,85905.164
157,127743.42
158,141194.69
159,158501.25
160,130711.02
161,141448.58
162,279651.12
163,227377.0
164,117604.65
165,168008.78
166,191744.16
167,264198.12
168,182139.64
169,359656.56
170,218122.95
171,237850.77
172,173149.25
173,183346.4
174,180606.5
175,147984.67
176,181709.61
177,199883.64
178,176025.23
179,260306.02
180,177309.25
181,225106.94
182,226133.58
183,229618.23
184,182041.05
185,156314.17
186,166731.9
187,132668.06
188,137641.83
189,117866.46
190,127599.234
191,94365.4
192,93298.734
193,154398.84
194,152904.0
195,148262.97
196,155382.28
197,149042.62
198,138734.73
199,151582.5
200,469514.97
201,385333.38
202,401124.88
203,449881.03
204,318696.12
205,320660.75
206,401929.3
207,329776.53
208,290684.34
209,364139.2
210,263297.28
211,538884.8
212,302020.28
213,250760.06
214,182231.78
215,182979.38
216,213667.66
217,519161.62
218,401781.53
219,330175.84
220,258491.33
221,294434.06
222,175395.73
223,167649.08
224,176509.83
225,168325.62
226,170224.58
227,185836.28
228,187617.83
229,192791.7
230,178693.03
231,267433.0
232,168312.69
233,183850.67
234,164162.03
235,278160.8
236,166974.77
237,367417.28
238,314769.06
239,244913.22
240,257114.92
241,271533.94
242,256495.48
243,289668.2
244,233668.19
245,412222.97
246,227941.28
247,221364.45
248,281635.22
249,228420.33
250,270011.56
251,246131.83
252,268624.9
253,224567.77
254,208016.11
255,182335.02
256,176247.67
257,130285.086
258,198438.08
259,247661.03
260,169532.47
261,118756.586
262,151244.97
263,219104.25
264,236637.72
265,185589.06
266,160637.1
267,172695.23
268,170695.61
269,157516.56
270,125630.52
271,129042.69
272,122414.06
273,125988.62
274,129873.51
275,113217.45
276,329258.62
277,219916.73
278,245964.47
279,227417.39
280,198704.81
281,174141.1
282,169291.17
283,305804.72
284,237872.39
285,208307.38
286,221607.72
287,222799.64
288,147895.36
289,119266.43
290,231719.78
291,121832.48
292,141936.33
293,192889.48
294,167453.92
295,128916.61
296,122793.22
297,147471.0
298,162154.44
299,161343.2
300,136754.0
301,171211.22
302,174172.95
303,119905.484
304,163683.11
305,166714.47
306,210584.73
307,146829.03
308,179938.42
309,143715.72
310,127730.29
311,137660.95
312,139600.2
313,133453.81
314,139097.69
315,123058.16
316,116420.7
317,138099.66
318,122575.12
319,182442.75
320,133877.55
321,95855.82
322,135676.38
323,101487.96
324,127509.984
325,158801.98
326,166060.88
327,57167.996
328,94392.78
329,78410.195
330,197505.64
331,156187.86
332,134222.5
333,149367.06
334,137415.33
335,127367.51
336,111903.29
337,129163.59
338,114212.414
339,131923.9
340,130582.11
341,145104.28
342,145428.78
343,140919.05
344,135498.98
345,121736.09
346,139697.34
347,122096.8
348,121734.1
349,149759.27
350,104351.76
351,99808.11
352,123915.07
353,95431.336
354,49317.926
355,104667.836
356,118305.55
357,149935.34
358,128908.15
359,60020.363
360,121098.38
361,155626.28
362,42229.8
363,134215.36
364,137338.77
365,112658.44
366,106989.625
367,135320.27
368,119331.23
369,149149.98
370,148334.28
371,79143.29
372,132092.27
373,122608.62
374,129968.85
375,128248.22
376,81630.86
377,133097.08
378,91160.15
379,171356.28
380,156144.1
381,79344.96
382,127367.336
383,138086.6
384,153621.31
385,149247.4
386,159572.11
387,57368.98
388,114552.29
389,121548.28
390,155343.05
391,127791.07
392,128086.86
393,170105.42
394,141106.8
395,215331.28
396,149985.89
397,131560.38
398,123041.18
399,152844.31
400,123162.734
401,274427.72
402,264644.53
403,264644.53
404,333365.22
405,331029.44
406,233462.0
407,308327.28
408,202450.3
409,233237.86
410,247869.31
411,165602.42
412,232837.44
413,140879.88
414,218243.11
415,200927.23
416,217789.31
417,205248.97
418,134861.19
419,132586.72
420,240532.97
421,253125.03
422,188703.62
423,208310.5
424,253703.48
425,294942.56
426,208067.38
427,269137.44
428,160765.56
429,130514.97
430,138489.62
431,103873.2
432,132511.45
433,129771.875
434,136659.9
435,124720.375
436,106476.92
437,110895.82
438,163716.1
439,149581.08
440,182700.83
441,151215.22
442,223194.8
443,147822.14
444,185583.7
445,165432.75
446,210457.4
447,110122.766
448,136218.39
449,126845.34
450,222617.08
451,338224.62
452,138580.69
453,58137.785
454,333977.62
455,71488.07
456,249471.39
457,138501.81
458,166349.44
459,147304.64
460,435679.1
461,324904.22
462,209145.5
463,230843.17
464,204868.55
465,411645.06
466,136241.14
467,153545.31
468,118367.28
469,127469.25
470,140385.06
471,132717.38
472,175261.39
473,179780.06
474,175574.1
475,188739.53
476,184391.86
477,165122.66
478,244767.36
479,183069.66
480,174399.89
481,182063.7
482,206063.38
483,342107.1
484,377283.2
485,146874.67
486,299511.2
487,179972.38
488,242255.89
489,186118.84
490,297758.53
491,223987.52
492,168068.62
493,188942.28
494,132505.98
495,273267.0
496,151419.78
497,324334.12
498,136664.2
499,114686.57
500,117903.11
501,93710.07
502,102966.61
503,105382.96
504,146495.95
505,153235.89
506,292756.94
507,499815.62
508,421511.56
509,473656.25
510,445390.53
511,384444.8
512,256753.86
513,317937.72
514,476266.97
515,265665.0
516,330222.12
517,402772.9
518,322946.62
519,193082.0
520,352461.34
521,226912.38
522,209298.28
523,161953.03
524,214354.62
525,210001.05
526,177693.9
527,178434.94
528,184819.66
529,217055.56
530,220690.12
531,214040.98
532,165734.64
533,253586.97
534,176287.05
535,257837.03
536,312716.3
537,334785.38
538,266219.25
539,312943.25
540,258632.34
541,236653.17
542,264511.25
543,274571.2
544,220485.17
545,239369.31
546,253589.58
547,216766.38
548,189627.72
549,185257.31
550,131914.6
551,175049.52
552,186752.42
553,182627.9
554,201622.22
555,191782.6
556,196467.31
557,125736.58
558,135069.4
559,106855.26
560,105979.52
561,193354.47
562,142984.36
563,245409.81
564,353731.62
565,177068.08
566,147220.75
567,161607.47
568,173151.23
569,280474.7
570,259529.25
571,263678.94
572,269885.25
573,162579.0
574,216726.44
575,201191.64
576,204369.1
577,302194.6
578,223673.31
579,363920.22
580,281517.2
581,200895.73
582,170393.4
583,159226.58
584,212182.08
585,137024.81
586,145605.34
587,143159.52
588,135989.33
589,178921.84
590,110481.586
591,128722.71
592,150214.6
593,83236.195
594,161621.66
595,138454.8
596,116282.57
597,230995.28
598,135491.02
599,169834.25
600,181479.14
601,137346.92
602,113826.7
603,138310.5
604,117555.44
605,176168.97
606,122517.91
607,132041.38
608,88150.81
609,107577.6
610,95204.8
611,125582.66
612,136567.92
613,184701.73
614,148195.48
615,117763.6
616,152248.47
617,128818.06
618,132877.3
619,118409.6
620,123330.25
621,136484.4
622,143929.14
623,112881.83
624,124179.94
625,108559.29
626,123318.15
627,104205.85
628,80376.695
629,135301.81
630,125987.555
631,127866.0
632,123636.01
633,130685.484
634,145951.56
635,80958.4
636,94751.16
637,147779.73
638,53088.754
639,87469.23
640,122162.48
641,121846.04
642,98868.24
643,132739.47
644,130411.32
645,65444.926
646,209650.53
647,118065.22
648,115336.47
649,134890.45
650,150844.86
651,131819.17
652,119996.22
653,114025.91
654,155678.22
655,114511.69
656,156546.58
657,120272.45
658,108288.49
659,114087.875
660,104987.12
661,103542.91
662,86127.36
663,162147.6
664,118098.32
665,159088.84
666,146195.8
667,139405.0
668,97803.5
669,141166.16
670,138492.92
671,114522.35
672,124919.836
673,122947.016
674,91997.266
675,71074.98
676,112669.016
677,128965.92
678,155528.72
679,139853.52
680,143296.22
681,136336.0
682,144645.4
683,125456.36
684,137435.0
685,160895.77
686,137810.58
687,126951.266
688,141764.69
689,229427.77
690,127698.85
691,187388.56
692,166888.81
693,104413.9
694,132472.08
695,276117.03
696,227203.2
697,235951.39
698,208317.47
699,168266.69
700,239693.17
701,392785.66
702,373819.62
703,250925.7
704,184721.5
705,144782.67
706,223786.03
707,209819.66
708,197005.64
709,225669.92
710,152606.11
711,129010.36
712,165159.25
713,229587.95
714,312632.5
715,342838.9
716,240819.84
717,213843.7
718,140874.6
719,219971.16
720,180277.48
721,210433.62
722,192881.78
723,121990.875
724,125631.03
725,141089.98
726,158462.66
727,154360.69
728,224805.17
729,90650.73
730,91398.016
731,95922.28
732,107347.1
733,103004.24
734,113744.94
735,96226.51
736,112149.69
737,156424.11
738,168129.25
739,140275.97
740,156539.61
741,201645.42
742,144720.7
743,189172.45
744,114498.35
745,142837.58
746,231094.4
747,251852.78
748,224720.53
749,117032.77
750,118597.74
751,113939.76
752,108659.52
753,127201.195
754,108566.42
755,143745.33
756,76696.1
757,77164.35
758,66926.0
759,68896.22
760,334059.34
761,245247.92
762,303738.97
763,209796.4
764,122941.13
765,180588.64
766,199515.4
767,267832.97
768,233300.53
769,150751.1
770,207845.38
771,177169.88
772,177161.33
773,238116.45
774,220972.69
775,264688.94
776,358449.2
777,209308.7
778,102040.984
779,153428.2
780,147841.73
781,128540.45
782,131138.56
783,101786.22
784,96873.8
785,149459.62
786,105296.76
787,129882.12
788,125264.0
789,132209.28
790,123628.98
791,171790.72
792,150143.84
793,175829.31
794,187090.6
795,185729.5
796,209651.33
797,170928.86
798,172087.1
799,164434.92
800,186085.94
801,205544.95
802,357073.8
803,451912.1
804,167858.17
805,285718.2
806,373916.03
807,388645.6
808,149100.67
809,186475.55
810,230276.75
811,207522.67
812,164450.16
813,175707.64
814,160312.08
815,196894.39
816,179023.6
817,147546.52
818,136651.5
819,126368.71
820,167368.83
821,183700.8
822,99220.64
823,114416.64
824,151365.38
825,127102.26
826,363990.6
827,289513.75
828,396333.6
829,482315.03
830,319417.7
831,442505.06
832,523192.97
833,433459.28
834,474837.12
835,267401.94
836,317159.88
837,320404.25
838,405203.34
839,329820.72
840,287668.97
841,240450.97
842,242877.28
843,245205.56
844,174588.67
845,171926.14
846,181233.52
847,218148.4
848,275597.84
849,215001.22
850,199159.4
851,177780.16
852,174975.4
853,163625.56
854,178927.7
855,184156.88
856,179041.64
857,183048.98
858,170594.2
859,180116.89
860,246774.94
861,172063.56
862,189178.33
863,172025.53
864,206214.44
865,169337.67
866,213931.77
867,229144.17
868,185349.69
869,177371.14
870,400698.12
871,411376.88
872,319151.22
873,261926.08
874,261916.1
875,342362.84
876,198307.72
877,267145.88
878,227473.28
879,418577.1
880,209986.39
881,238995.06
882,225265.86
883,231401.36
884,245290.36
885,223809.9
886,206726.5
887,242833.31
888,168057.66
889,298547.34
890,244956.23
891,262926.84
892,244044.08
893,133659.17
894,154195.97
895,148962.55
896,199201.8
897,197978.0
898,130257.805
899,120721.445
900,141343.08
901,272963.97
902,144624.17
903,153894.38
904,219149.11
905,198515.8
906,229157.28
907,217151.84
908,227799.75
909,173275.95
910,169840.9
911,185588.7
912,272890.88
913,313331.03
914,249890.86
915,334090.7
916,411360.3
917,145989.84
918,210000.97
919,145052.45
920,161449.1
921,207534.14
922,205185.02
923,241630.06
924,162472.83
925,135397.97
926,137980.39
927,102025.19
928,125907.414
929,144183.1
930,141213.73
931,115899.99
932,166331.75
933,147904.28
934,212992.4
935,145979.53
936,210123.53
937,131033.4
938,56087.86
939,56404.76
940,116414.484
941,141035.92
942,128807.14
943,147511.0
944,162604.98
945,141190.94
946,128329.945
947,141317.1
948,131376.98
949,165142.61
950,119102.91
951,156810.67
952,134451.88
953,146260.17
954,130028.055
955,124712.695
956,132506.16
957,133582.97
958,122513.72
959,128598.11
960,143189.19
961,111766.11
962,127617.01
963,155436.34
964,233900.39
965,123488.1
966,137415.73
967,175242.23
968,115705.15
969,131054.77
970,113117.7
971,144468.6
972,146432.38
973,143577.89
974,146926.58
975,108700.71
976,106081.17
977,126010.93
978,113385.22
979,120347.555
980,88456.586
981,93676.96
982,119987.02
983,127373.83
984,85683.27
985,120585.47
986,199267.73
987,136894.83
988,113254.35
989,154651.0
990,126751.59
991,215013.25
992,96034.6
993,122545.57
994,112116.83
995,137840.7
996,128660.164
997,116228.49
998,111837.01
999,138013.73
1000,120475.445
1001,135147.16
1002,124622.25
1003,168119.02
1004,140709.42
1005,115560.73
1006,147903.38
1007,80918.484
1008,72534.55
1009,195884.22
1010,204481.78
1011,155039.11
1012,123561.71
1013,78859.42
1014,229306.44
1015,119890.445
1016,129099.336
1017,160414.31
1018,108111.75
1019,150753.72
1020,126576.29
1021,130859.766
1022,116407.88
1023,129698.25
1024,126722.27
1025,145152.61
1026,198073.52
1027,157946.69
1028,152816.22
1029,148935.66
1030,96461.42
1031,174402.36
1032,141733.67
1033,152370.11
1034,96893.98
1035,280568.0
1036,148319.3
1037,109624.766
1038,91339.586
1039,127196.39
1040,139466.03
1041,149138.64
1042,92419.03
1043,190401.64
1044,222929.56
1045,266189.53
1046,284799.25
1047,266651.22
1048,210620.92
1049,219407.45
1050,180533.48
1051,208814.02
1052,215660.38
1053,271376.0
1054,146144.16
1055,162885.78
1056,140494.55
1057,150920.45
1058,224644.1
1059,209736.86
1060,186450.2
1061,223316.52
1062,126319.1
1063,141094.61
1064,142322.45
1065,133067.55
1066,115775.586
1067,127224.86
1068,147106.33
1069,117934.66
1070,256234.33
1071,230440.52
1072,195699.73
1073,230092.83
1074,328804.75
1075,244405.19
1076,236072.83
1077,178423.67
1078,185632.67
1079,172363.94
1080,183795.89
1081,165275.34
1082,120655.56
1083,130987.27
1084,126258.445
1085,138213.31
1086,140862.98
1087,151514.9
1088,163391.38
1089,301655.16
1090,140579.44
1091,125291.984
1092,87514.94
1093,107120.14
1094,118832.35
1095,109025.086
1096,114296.14
1097,172376.72
1098,133780.58
1099,135882.19
1100,144826.0
1101,134563.83
1102,150938.9
1103,184220.27
1104,143221.81
1105,166226.22
1106,127302.836
1107,202944.67
1108,207738.66
1109,116110.95
1110,183257.64
1111,172473.69
1112,218513.17
1113,311859.03
1114,123566.125
1115,129840.16
1116,164564.6
1117,82251.984
1118,71820.06
1119,127467.484
1120,122295.78
1121,110284.68
1122,270405.94
1123,161917.27
1124,186542.88
1125,204646.02
1126,201134.1
1127,155547.14
1128,147949.75
1129,212987.95
1130,243737.77
1131,215820.38
1132,246335.25
1133,176712.6
1134,216020.45
1135,322635.3
1136,180531.72
1137,275571.22
1138,303431.56
1139,173562.23
1140,141500.31
1141,79148.164
1142,95881.98
1143,84211.27
1144,72270.47
1145,147405.14
1146,190662.83
1147,198885.44
1148,166782.31
1149,112524.74
1150,134810.5
1151,148893.36
1152,134885.92
1153,126888.305
1154,158560.16
1155,144930.56
1156,181623.22
1157,194900.05
1158,200236.97
1159,188454.95
1160,177384.45
1161,185005.0
1162,249448.14
1163,291517.0
1164,311928.47
1165,168485.88
1166,168170.31
1167,439806.72
1168,513840.88
1169,348111.9
1170,455414.06
1171,405021.4
1172,307567.47
1173,392171.38
1174,156470.12
1175,181901.61
1176,197910.05
1177,260198.66
1178,189551.92
1179,153382.08
1180,105056.75
1181,191354.84
1182,101386.1
1183,126872.234
1184,104032.17
1185,93999.766
1186,100312.836
1187,138492.45
1188,142273.25
1189,146055.52
1190,145200.47
1191,438894.97
1192,250692.05
1193,263905.88
1194,361901.06
1195,279215.4
1196,337983.6
1197,279367.97
1198,299592.5
1199,354644.3
1200,354509.9
1201,319552.8
1202,282215.7
1203,269687.12
1204,310804.84
1205,278369.12
1206,162693.31
1207,181973.44
1208,172107.31
1209,285370.62
1210,184651.67
1211,184646.8
1212,214588.92
1213,206779.53
1214,171062.88
1215,188484.52
1216,200096.98
1217,250878.38
1218,282408.16
1219,277997.7
1220,429826.47
1221,316575.0
1222,512732.62
1223,311833.1
1224,319816.78
1225,259509.16
1226,338037.78
1227,218801.75
1228,210065.31
1229,474421.34
1230,186347.98
1231,127593.914
1232,196247.98
1233,122986.336
1234,189602.64
1235,184721.34
1236,186259.28
1237,195306.52
1238,175938.3
1239,156334.8
1240,143317.39
1241,113091.82
1242,133514.02
1243,144893.73
1244,120760.92
1245,118446.91
1246,124585.56
1247,135534.11
1248,109390.74
1249,125011.85
1250,279600.66
1251,388737.28
1252,173276.6
1253,151055.94
1254,173434.33
1255,152631.72
1256,169972.33
1257,225299.33
1258,155705.19
1259,185317.05
1260,134371.47
1261,162501.81
1262,144574.48
1263,130141.234
1264,139902.25
1265,146539.22
1266,172771.58
1267,171371.84
1268,149962.12
1269,146112.39
1270,127384.36
1271,131106.25
1272,157125.75
1273,147272.19
1274,134293.61
1275,145171.92
1276,125851.35
1277,130325.46
1278,162541.12
1279,149108.92
1280,147069.08
1281,159816.64
1282,147679.28
1283,154076.94
1284,137146.77
1285,137412.08
1286,145762.3
1287,118239.875
1288,129088.68
1289,135610.64
1290,135938.25
1291,229178.78
1292,146516.28
1293,231089.48
1294,128592.04
1295,101187.33
1296,58636.312
1297,82262.71
1298,159087.62
1299,124361.1
1300,148308.92
1301,142910.66
1302,188465.97
1303,153828.58
1304,286011.62
1305,140128.5
1306,93398.28
1307,131799.61
1308,139038.67
1309,149430.78
1310,111662.305
1311,110505.46
1312,148302.16
1313,139540.98
1314,117830.11
1315,141886.48
1316,151973.36
1317,114867.12
1318,120930.08
1319,99111.805
1320,93339.73
1321,90345.37
1322,97154.49
1323,125775.24
1324,136070.08
1325,74586.9
1326,125347.52
1327,69092.66
1328,167409.98
1329,90980.305
1330,116741.164
1331,48829.75
1332,171506.42
1333,93383.336
1334,124847.8
1335,97021.17
1336,197575.33
1337,106076.74
1338,115483.76
1339,52754.387
1340,104164.79
1341,129895.26
1342,173410.69
1343,143876.98
1344,105868.81
1345,77730.05
1346,157572.0
1347,153125.95
1348,135337.64
1349,130271.086
1350,154534.42
1351,147952.06
1352,165103.78
1353,157538.45
1354,103592.54
1355,264352.84
1356,150145.05
1357,131012.53
1358,168256.56
1359,140437.08
1360,110254.16
1361,211939.73
1362,319867.62
1363,181067.34
1364,157992.92
1365,130515.49
1366,136321.55
1367,205737.48
1368,187414.38
1369,218519.55
1370,180297.6
1371,240395.73
1372,291759.5
1373,209734.78
1374,215447.53
1375,192751.52
1376,153304.36
1377,146152.55
1378,186963.5
1379,203192.81
1380,202767.45
1381,229354.48
1382,152767.8
1383,162816.06
1384,119705.49
1385,211334.81
1386,204043.02
1387,213392.56
1388,205137.66
1389,277813.6
1390,231311.73
1391,238278.72
1392,243367.11
1393,136405.06
1394,209741.17
1395,200595.11
1396,188440.36
1397,209473.52
1398,131130.9
1399,125027.35
1400,125256.01
1401,185780.3
1402,121589.63
1403,245264.77
1404,140279.77
1405,134068.1
1406,96810.17
1407,95238.38
1408,108419.67
1409,125943.06
1410,83798.32
1411,51269.055
1412,102090.25
1413,144384.34
1414,113157.44
1415,162216.12
1416,140671.25
1417,176807.0
1418,142084.67
1419,96441.42
1420,154407.53
1421,171146.62
1422,189334.88
1423,193465.16
1424,205705.14
1425,237736.78
1426,89439.35
1427,131221.19
1428,53244.656
1429,76284.7
1430,140258.28
1431,46289.918
1432,83425.77
1433,57870.42
1434,317923.97
1435,281005.9
1436,204173.7
1437,147397.17
1438,224682.14
1439,159353.44
1440,208137.16
1441,189575.8
1442,350327.7
1443,350784.84
1444,111519.7
1445,202124.48
1446,109566.5
1447,134610.08
1448,138786.55
1449,78304.625
1450,78783.586
1451,150577.53
1452,76828.83
1453,74670.35
1454,79566.586
1455,78324.26
1456,166346.02
1457,114956.77
1458,229128.86
